phrase,phrase ids,sentiment values,overall sentiment,sentiment_value,sentence_index,splitset_label
"Director-chef Gabriele Muccino keeps it fast -- zippy , comin ' at ya -- as if fearing that his film is molto superficiale .",183465,0.45833,neutral,2,10142,1
"Director-writer Bille August ... depicts this relationship with economical grace , letting his superb actors convey Martin 's deterioration and Barbara 's sadness -- and , occasionally , anger .",65105,0.58333,neutral,2,3128,1
Directors Brett Morgen and Nanette Burstein have put together a bold biographical fantasia .,65108,0.88889,very positive,4,2818,1
"Directors Harry Gantz and Joe Gantz have chosen a fascinating subject matter , but the couples exposing themselves are n't all that interesting .",183471,0.44444,neutral,2,9427,1
"Directors John Musker and Ron Clements , the team behind The Little Mermaid , have produced sparkling retina candy , but they are n't able to muster a lot of emotional resonance in the cold vacuum of space .",105472,0.47222,neutral,2,5795,1
Disappointing in comparison to other recent war movies ... or any other John Woo flick for that matter .,223160,0.22222,negative,1,11080,1
"Disappointingly , the characters are too strange and dysfunctional , Tom included , to ever get under the skin , but this is compensated in large part by the off-the-wall dialogue , visual playfulness and the outlandishness of the idea itself .",65115,0.51389,neutral,2,4222,1
Discursive but oddly riveting documentary .,65120,0.63889,positive,3,3001,1
Disgusting .,183477,0.19444,very negative,0,11290,1
Disjointed parody .,223162,0.33333,negative,1,11793,1
Dismally dull sci-fi comedy .,183481,0.083333,very negative,0,10750,1
"Disney aficionados will notice distinct parallels between this story and the 1971 musical `` Bedknobs and Broomsticks , '' which also dealt with British children rediscovering the power of fantasy during wartime .",223163,0.56944,neutral,2,4874,1
Disney again ransacks its archives for a quick-buck sequel .,183487,0.20833,negative,1,10465,1
Disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances .,183498,0.20833,negative,1,9425,1
"Distances you by throwing out so many red herrings , so many false scares , that the genuine ones barely register .",183503,0.16667,very negative,0,9087,1
Distinctly sub-par ... more likely to drown a viewer in boredom than to send any shivers down his spine .,183508,0.125,very negative,0,10098,1
Disturbing .,223165,0.30556,negative,1,11289,1
Diverting French comedy in which a husband has to cope with the pesky moods of jealousy .,65130,0.54167,neutral,2,4275,1
Do n't even bother to rent this on video .,144915,0.083333,very negative,0,6856,1
Do n't expect any subtlety from this latest entry in the increasingly threadbare gross-out comedy cycle .,144917,0.41667,neutral,2,7223,1
Do n't hate El Crimen del Padre Amaro because it 's anti-Catholic .,183518,0.47222,neutral,2,11281,1
"Do n't judge this one too soon - it 's a dark , gritty story but it takes off in totally unexpected directions and keeps on going .",105487,0.73611,positive,3,4676,1
Do n't let the subtitles fool you ; the movie only proves that Hollywood no longer has a monopoly on mindless action .,144921,0.26389,negative,1,7121,1
Do n't say you were n't warned .,223169,0.33333,negative,1,11079,1
Do n't wait to see this terrific film with your kids -- if you do n't have kids borrow some .,105489,0.79167,positive,3,5006,1
Do we really need another film that praises female self-sacrifice ?,183522,0.27778,negative,1,10723,1
Do we really need the Tiger Beat version ?,223170,0.38889,negative,1,6786,1
Do you chuckle at the thought of an ancient librarian whacking a certain part of a man 's body ?,105492,0.5,neutral,2,5406,1
Do you say `` hi '' to your lover when you wake up in the morning ?,223172,0.5,neutral,2,6148,1
"Dodgy mixture of cutesy romance , dark satire and murder mystery .",183526,0.45833,neutral,2,10595,1
"Does a good job of establishing a time and place , and of telling a fascinating character 's story .",105497,0.73611,positive,3,5368,1
Does an impressive job of relating the complicated history of the war and of filling in the background .,65138,0.77778,positive,3,3623,1
Does anyone much think the central story of Brendan Behan is that he was a bisexual sweetheart before he took to drink ?,183531,0.5,neutral,2,11275,1
Does little to elaborate the conceit of setting this blood-soaked tragedy of murderous ambition in the era of Richard Nixon .,183533,0.44444,neutral,2,10811,1
Does n't add up to much .,183535,0.13889,very negative,0,11612,1
Does n't come close to justifying the hype that surrounded its debut at the Sundance Film Festival two years ago .,183537,0.19444,very negative,0,11488,1
"Does n't deliver a great story , nor is the action as gripping as in past Seagal films .",183542,0.31944,negative,1,9964,1
Does n't do more than expand a TV show to movie length .,223174,0.27778,negative,1,5297,1
"Does n't get the job done , running off the limited chemistry created by Ralph Fiennes and Jennifer Lopez .",144937,0.23611,negative,1,7028,1
Does n't really add up to much .,183549,0.27778,negative,1,10075,1
Does not go far enough in its humor or stock ideas to stand out as particularly memorable or even all that funny .,183552,0.30556,negative,1,9734,1
Does point the way for adventurous Indian filmmakers toward a crossover into nonethnic markets .,65139,0.65278,positive,3,4446,1
Does what should seem impossible : it makes serial killer Jeffrey Dahmer boring .,183556,0.48611,neutral,2,11280,1
"Dog Soldiers does n't transcend genre -- it embraces it , energizes it and takes big bloody chomps out of it .",105509,0.77778,positive,3,4774,1
Dogtown & Z-Boys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of James Dean .,65143,0.72222,positive,3,4053,1
Dogtown and Z-Boys more than exposes the roots of the skateboarding boom that would become `` the punk kids ' revolution . '',223176,0.55556,neutral,2,2462,1
"Dogtown is hollow , self-indulgent , and - worst of all - boring .",105513,0.29167,negative,1,6574,1
Dolman confines himself to shtick and sentimentality -- the one bald and the other sloppy .,183558,0.45833,neutral,2,10259,1
Done in mostly by a weak script that ca n't support the epic treatment .,183565,0.16667,very negative,0,11007,1
"Dong never pushes for insights beyond the superficial tensions of the dynamic he 's dissecting , and the film settles too easily along the contours of expectation .",183571,0.27778,negative,1,10249,1
"Dong shows how intolerance has the power to deform families , then tear them apart .",65150,0.47222,neutral,2,3956,1
"Donovan ... squanders his main asset , Jackie Chan , and fumbles the vital action sequences .",183580,0.20833,negative,1,9504,1
Douglas McGrath 's Nicholas Nickleby does Dickens as it should be done cinematically .,65164,0.83333,very positive,4,2410,1
"Downbeat , period-perfect biopic hammers home a heavy-handed moralistic message .",144962,0.75,positive,3,7233,1
Downright transparent is the script 's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating .,223188,0.19444,very negative,0,6755,1
Draggin ' about dragons,144972,0.44444,neutral,2,6758,1
"Drama of temptation , salvation and good intentions is a thoughtful examination of faith , love and power .",105530,0.73611,positive,3,5061,1
Dramas like this make it human .,223193,0.80556,very positive,4,134,1
Dramatically lackluster .,223196,0.11111,very negative,0,11804,1
"Drawing on an irresistible , languid romanticism , Byler reveals the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth .",105534,0.81944,very positive,4,5154,1
Dreary tale of middle-class angst,183583,0.29167,negative,1,10515,1
Dripping with cliche and bypassing no opportunity to trivialize the material .,144989,0.18056,very negative,0,7082,1
"Driven by a fantastic dual performance from Ian Holm ... the film is funny , insightfully human and a delightful lark for history buffs .",65188,0.875,very positive,4,3889,1
Drowning 's too good for this sucker .,105543,0.36111,negative,1,6585,1
"Drug abuse , infidelity and death are n't usually comedy fare , but Turpin 's film allows us to chuckle through the angst .",65199,0.66667,positive,3,2386,1
Drumline ably captures the complicated relationships in a marching band .,65200,0.69444,positive,3,4444,1
"Drumline is -- the mere suggestion , albeit a visually compelling one , of a fully realized story .",144998,0.65278,positive,3,6943,1
"Due to stodgy , soap opera-ish dialogue , the rest of the cast comes across as stick figures reading lines from a TelePrompTer .",183587,0.11111,very negative,0,9637,1
"Dull , a road-trip movie that 's surprisingly short of both adventure and song .",183590,0.125,very negative,0,11056,1
"Dull and mechanical , kinda like a very goofy museum exhibit",105549,0.59722,neutral,2,5786,1
"During The Tuxedo 's 90 minutes of screen time , there is n't one true ` Chan moment ' .",105555,0.23611,negative,1,5931,1
Duvall is strong as always .,45104,0.81944,very positive,4,1773,1
"E.T. works because its flabbergasting principals , 14-year-old Robert MacNaughton , 6-year-old Drew Barrymore and 10-year-old Henry Thomas , convince us of the existence of the wise , wizened visitor from a faraway planet .",223211,0.88889,very positive,4,2151,1
"Each of these stories has the potential for Touched by an Angel simplicity and sappiness , but Thirteen Conversations About One Thing , for all its generosity and optimism , never resorts to easy feel-good sentiments .",105577,0.81944,very positive,4,5595,1
"Each punch seen through prison bars , the fights become not so much a struggle of man vs. man as Brother-Man vs. The Man .",223213,0.55556,neutral,2,3840,1
