,phrase,phrase ids,sentiment values,overall sentiment,sentiment_value,sentence_index,splitset_label
6254,The movie is a desperate miscalculation .,149592,0.16667,very negative,0,6994,1
6255,The movie is a dud .,226361,0.013889,very negative,0,9481,1
6256,The movie is a little tired ; maybe the original inspiration has run its course .,188424,0.43056,neutral,2,11448,1
6257,The movie is a lumbering load of hokum but ... it 's at least watchable .,149600,0.38889,negative,1,6782,1
6258,The movie is a mess from start to finish .,109993,0.34722,negative,1,5801,1
6259,"The movie is a negligible work of manipulation , an exploitation piece doing its usual worst to guilt-trip parents .",188425,0.20833,negative,1,9310,1
6260,The movie is a trove of delights .,69738,0.88889,very positive,4,3370,1
6261,The movie is about as deep as that sentiment .,226362,0.33333,negative,1,10057,1
6262,The movie is about as humorous as watching your favorite pet get buried alive .,188426,0.055556,very negative,0,9809,1
6263,"The movie is almost completely lacking in suspense , surprise and consistent emotional conviction .",188427,0.055556,very negative,0,11191,1
6264,"The movie is amateurish , but it 's a minor treat .",69743,0.63889,positive,3,3083,1
6265,The movie is as padded as Allen 's jelly belly .,109994,0.27778,negative,1,6095,1
6266,"The movie is brilliant , really .",69744,0.90278,very positive,4,2655,1
6267,"The movie is concocted and carried out by folks worthy of scorn , and the nicest thing I can say is that I ca n't remember a single name responsible for it .",188432,0.11111,very negative,0,11086,1
6268,The movie is essentially a series of fleetingly interesting actors ' moments .,188433,0.58333,neutral,2,10403,1
6269,"The movie is genial but never inspired , and little about it will stay with you .",188434,0.375,negative,1,11068,1
6270,"The movie is gorgeously made , but it is also somewhat shallow and art-conscious .",109999,0.59722,neutral,2,6637,1
6271,"The movie is hardly a masterpiece , but it does mark Ms. Bullock 's best work in some time .",226364,0.625,positive,3,2016,1
6272,The movie is ingenious fun .,226365,0.83333,very positive,4,3995,1
6273,The movie is like Scorsese 's Mean Streets redone by someone who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like Leather Warriors and Switchblade Sexpot .,188435,0.33333,negative,1,10253,1
6274,"The movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the `` webcast . ''",226366,0.375,negative,1,10113,1
6275,"The movie is loaded with good intentions , but in his zeal to squeeze the action and our emotions into the all-too-familiar dramatic arc of the Holocaust escape story , Minac drains his movie of all individuality .",110004,0.375,negative,1,6046,1
6276,"The movie is n't horrible , but you can see mediocre cresting on the next wave .",226370,0.43056,neutral,2,6277,1
6277,"The movie is n't painfully bad , something to be ` fully experienced ' ; it 's just tediously bad , something to be fully forgotten .",188440,0.34722,negative,1,11325,1
6278,The movie is not as terrible as the synergistic impulse that created it .,69747,0.33333,negative,1,2785,1
6279,The movie is obviously a labour of love so Howard appears to have had free rein to be as pretentious as he wanted .,226371,0.43056,neutral,2,11606,1
6280,"The movie is our story as much as it is Schmidt 's , no matter if it 's viewed as a self-reflection or cautionary tale .",69748,0.55556,neutral,2,3392,1
6281,The movie is pretty funny now and then without in any way demeaning its subjects .,47178,0.76389,positive,3,1738,1
6282,"The movie is silly beyond comprehension , and even if it were n't silly , it would still be beyond comprehension .",188445,0.125,very negative,0,10426,1
6283,"The movie is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it .",110006,0.083333,very negative,0,6386,1
6284,"The movie is so resolutely cobbled together out of older movies that it even uses a totally unnecessary prologue , just because it seems obligatory .",188446,0.18056,very negative,0,10682,1
6285,The movie is so thoughtlessly assembled .,110007,0.63889,positive,3,6720,1
6286,"The movie is the equivalent of French hip-hop , which also seems to play on a 10-year delay .",188447,0.055556,very negative,0,10782,1
6287,The movie is too amateurishly square to make the most of its own ironic implications .,188448,0.20833,negative,1,11205,1
6288,The movie is too impressed with its own solemn insights to work up much entertainment value .,188449,0.30556,negative,1,9914,1
6289,The movie is undone by a filmmaking methodology that 's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads .,149610,0.22222,negative,1,6835,1
6290,The movie is virtually without context -- journalistic or historical .,226372,0.15278,very negative,0,8032,1
6291,"The movie is well crafted , and well executed .",226373,0.88889,very positive,4,2947,1
6292,"The movie is well done , but slow .",47179,0.38889,negative,1,1926,1
6293,The movie is without intent .,226378,0.33333,negative,1,10952,1
6294,The movie itself appears to be running on hypertime in reverse as the truly funny bits get further and further apart .,188451,0.375,negative,1,9401,1
6295,"The movie itself is far from disappointing , offering an original take on courtroom movies , a few nifty twists that are so crucial to the genre and another first-rate performance by top-billed star Bruce Willis .",69758,0.77778,positive,3,3548,1
6296,The movie just has too much on its plate to really stay afloat for its just under ninety minute running time .,149615,0.45833,neutral,2,6762,1
6297,The movie keeps coming back to the achingly unfunny Phonce and his several silly subplots .,110008,0.23611,negative,1,6493,1
6298,"The movie obviously seeks to re-create the excitement of such '50s flicks as Jules Verne 's ' 20,000 Leagues Under the Sea ' and the George Pal version of H.G. Wells ' ` The Time Machine . '",226380,0.47222,neutral,2,11069,1
6299,The movie plays up the cartoon 's more obvious strength of snazziness while neglecting its less conspicuous writing strength .,69759,0.59722,neutral,2,3613,1
6300,"The movie resolutely avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates .",188452,0.18056,very negative,0,10416,1
6301,The movie should be credited with remembering his victims .,69760,0.59722,neutral,2,2875,1
6302,"The movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end .",69761,0.66667,positive,3,4065,1
6303,The movie slides downhill as soon as macho action conventions assert themselves .,149619,0.125,very negative,0,6756,1
6304,The movie starts with a legend and ends with a story that is so far-fetched it would be impossible to believe if it were n't true .,110009,0.30556,negative,1,4971,1
6305,"The movie straddles the fence between escapism and social commentary , and on both sides it falls short .",149624,0.20833,negative,1,7168,1
6306,"The movie strains to stay on the light , comic side of the issue , despite the difficulty of doing so when dealing with the destruction of property and , potentially , of life itself .",188454,0.43056,neutral,2,11076,1
6307,The movie suffers from two fatal ailments -- a dearth of vitality and a story that 's shapeless and uninflected .,188455,0.125,very negative,0,9094,1
6308,"The movie tries to be ethereal , but ends up seeming goofy .",188456,0.51389,neutral,2,11374,1
6309,"The movie ultimately relies a bit too heavily on grandstanding , emotional , Rocky-like moments ... but it 's such a warm and charming package that you 'll feel too happy to argue much .",69766,0.55556,neutral,2,2562,1
6310,"The movie wavers between Hallmark card sentimentality and goofy , life-affirming moments straight out of a cellular phone commercial .",188458,0.31944,negative,1,9613,1
6311,The movie weighs no more than a glass of flat champagne .,110011,0.29167,negative,1,6186,1
6312,"The movie worked for me right up to the final scene , and then it caved in .",110016,0.47222,neutral,2,5402,1
6313,The movie would seem less of a trifle if Ms. Sugarman followed through on her defiance of the saccharine .,226383,0.30556,negative,1,6480,1
6314,The mushy finale turns John Q into a movie-of-the-week tearjerker .,188460,0.625,positive,3,9928,1
6315,"The music makes a nice album , the food is enticing and Italy beckons us all .",110024,0.86111,very positive,4,4712,1
6316,"The mystery of Enigma is how a rich historical subject , combined with so much first-rate talent ... could have yielded such a flat , plodding picture .",110027,0.27778,negative,1,5987,1
